uniprot_id	database	sequence_length
Q2TAK8-3	AF	731
Q2TAK8	AF	710
Q2TBI7	AF	468
Q2TW69	AF	751
Q2UH35	AF	771
Q2ULU3	AF	848
Q2UNT7	AF	574
Q2V573	AF	935
Q2VEH5	AF	201
Q2W2K4	AF	101
Q2W492	AF	576
Q2WF59-2	AF	860
Q2WF59	AF	895
Q2XPU7	AF	769
Q2YB22	AF	926
Q2YBP9	AF	421
Q2YK66	AF	527
Q2YLN8	AF	359
Q2YNG1	AF	254
Q2YNV6	AF	434
Q2YUP7	AF	159
Q2YVM4	AF	251
Q2YWG1	AF	127
Q2YXR5	AF	557
Q30PY0	AF	207
Q30SC1	AF	449
Q30TP3	AF	696
Q30ZH2	AF	193
Q311Z4	AF	383
Q312S2	AF	829
Q318B6	AF	472
Q318P3	AF	408
Q318V5	AF	103
Q31CB9	AF	498
Q31EM2	AF	71
Q31G67	AF	277
Q31KJ1	AF	149
Q31QJ2	AF	433
Q31T78	AF	548
Q31W98	AF	130
Q31WH5	AF	297
Q324Q2	AF	860
Q328J9	AF	131
Q32AA4	AF	443
Q32CY2	AF	115
Q32EU0	AF	365
Q32FD5	AF	218
Q32H71	AF	248
Q32HA1	AF	336
Q32KA5	AF	638
Q32N93	AF	892
Q32P12	AF	615
Q32PV0-2	AF	375
Q32ZH7	AF	67
Q336R9-2	AF	211
Q338B9	AF	511
Q381F9	AF	777
Q38931	AF	551
Q38W65	AF	291
Q39026	AF	395
Q39081	AF	255
Q391Y9	AF	546
Q39230	AF	451
Q39FN8	AF	86
Q39KQ1	AF	363
Q39KU1	AF	975
Q39QM7	AF	318
Q39W87	AF	216
Q39YQ1	AF	355
Q39ZS3	AF	450
Q3ABU1	AF	777
Q3AC69	AF	86
Q3AF34	AF	201
Q3AJT9	AF	357
Q3ANF4	AF	476
Q3AP59	AF	431
Q3APY5	AF	805
Q3AQ07	AF	62
Q3AQ23	AF	149
Q3AQ41	AF	435
Q3AU78	AF	371
Q3AV54	AF	329
Q3B2D4	AF	250
Q3B3P4	AF	253
Q3B425	AF	400
Q3B532	AF	471
Q3B5K8	AF	628
Q3B820-2	AF	551
Q3B820-3	AF	716
Q3BBV2	AF	942
Q3BMA2	AF	222
Q3BQF5	AF	346
Q3BU06	AF	372
Q3BUJ8	AF	350
Q3BW89	AF	954
Q3BX00	AF	193
Q3BX58	AF	347
Q3E880	AF	116
Q3EBR6	AF	529
Q3HS87	AF	122
Q3IFW0	AF	129
Q3IG11	AF	123
Q3IJ52	AF	166
Q3IJI0	AF	237
Q3IMF3	AF	435
Q3IPW6	AF	798
Q3IUM4	AF	729
Q3IYU8	AF	529
Q3J459	AF	491
Q3J517	AF	348
Q3J6S2	AF	104
Q3J7H0	AF	213
Q3J7S8	AF	819
Q3J823	AF	212
Q3J8Q6	AF	126
Q3J8T2	AF	144
Q3JCN0	AF	749
Q3JCT2	AF	280
Q3JDQ7	AF	193
Q3JKH3	AF	270
Q3JND6	AF	504
Q3JP81	AF	415
Q3JQL8	AF	285
Q3JWH3	AF	332
Q3JXA9	AF	299
Q3K1A9	AF	356
Q3K2M4	AF	446
Q3K2P4	AF	451
Q3K3W3	AF	217
Q3K5T2	AF	272
Q3K7C0	AF	490
Q3KH79	AF	860
Q3KHY6	AF	305
Q3KIS8	AF	100
Q3KLY8	AF	357
Q3KP66	AF	663
Q3KQU3-2	AF	803
Q3KQU3-4	AF	808
Q3KQU3	AF	841
Q3KR97	AF	516
Q3LI66	AF	62
Q3M502	AF	294
Q3M7Q7	AF	257
Q3MIN7-2	AF	716
Q3MK94	AF	428
Q3SK65	AF	550
Q3SLP6	AF	275
Q3SNV7	AF	173
Q3SPJ6	AF	999
Q3SQS3	AF	542
Q3SR31	AF	491
Q3SS92	AF	590
Q3SVD4	AF	888
Q3SWL7	AF	225
Q3SWX9	AF	630
Q3SXM5	AF	330
Q3T0L2	AF	406
Q3TCN2	AF	594
Q3TEA8-2	AF	541
Q3TEA8-3	AF	516
Q3TLP5	AF	296
Q3U0J8	AF	965
Q3U1T9	AF	766
Q3U2I3-2	AF	909
Q3U2I3-3	AF	791
Q3U2I3	AF	975
Q3U4H6-2	AF	559
Q3UEG6	AF	513
Q3UFT3	AF	876
Q3UHI0-2	AF	1038
Q3UHI0	AF	833
Q3UHX9	AF	385
Q3UMB5	AF	935
Q3UMG5-2	AF	751
Q3UMG5-3	AF	756
Q3URQ7	AF	372
Q3URY2-3	AF	291
Q3URY2	AF	333
Q3UTH8-2	AF	495
Q3UTH8-3	AF	496
Q3UTH8	AF	516
Q3UYC0	AF	513
Q3UZ39-3	AF	490
Q3UZ39	AF	729
Q3V7J3	AF	248
Q3V7N3	AF	243
Q3YEH1	AF	67
Q3YSJ0	AF	482
Q3YSS4	AF	471
Q3YT16	AF	802
Q3YT49	AF	418
Q3YZ38	AF	424
Q3YZW4	AF	419
Q3Z3R7	AF	107
Q3ZBH9	AF	719
Q41358	AF	570
Q42472	AF	494
Q42551	AF	160
Q42667	AF	722
Q43763	AF	877
Q44052	AF	641
Q44495	AF	997
Q45358	AF	706
Q45551	AF	608
Q45EK2	AF	360
Q46GB7	AF	140
Q46GZ7	AF	496
Q46HE7	AF	361
Q46I76	AF	630
Q46IC1	AF	968
Q46IE5	AF	926
Q46IW1	AF	124
Q46TF2	AF	750
Q470E7	AF	362
Q472D5	AF	668
Q472N5	AF	118
Q478E5	AF	358
Q47BD0	AF	593
Q47D94	AF	904
Q47DJ8	AF	860
Q47GG0	AF	464
Q47J94	AF	88
Q47JA0	AF	275
Q47LL0	AF	200
Q47LL4	AF	189
Q47LV0	AF	249
Q47UW1	AF	124
Q47VK0	AF	433
Q483C5	AF	211
Q48BK0	AF	539
Q48D61	AF	333
Q48FC2	AF	248
Q48PB5	AF	469
Q48RQ5	AF	479
Q49136	AF	922
Q492B8	AF	122
Q492P3	AF	470
Q496M5	AF	336
Q498E6	AF	336
Q498L2	AF	998
Q49VV3	AF	373
Q49VZ2	AF	194
Q49WB0	AF	440
Q49YY5	AF	540
Q4A180	AF	455
Q4A9R0	AF	185
Q4AE62-2	AF	373
Q4AE62-5	AF	426
Q4AE62	AF	458
Q4AE70-2	AF	608
Q4AE70-3	AF	573
Q4AE70-4	AF	585
Q4FL49	AF	561
Q4FLL8	AF	236
Q4FM20	AF	875
Q4FNX4	AF	395
Q4FUR9	AF	352
Q4FVS5	AF	536
Q4FZV0	AF	881
Q4G0M1	AF	354
Q4G393	AF	100
Q4H4F7	AF	604
Q4IBK5	AF	578
Q4J8X1	AF	831
Q4J912	AF	138
Q4JBP0	AF	942
Q4JL84	AF	235
Q4JSL4	AF	104
Q4JSW4	AF	254
Q4JUK5	AF	711
Q4JVW2	AF	562
Q4JWV5	AF	526
Q4K9U7	AF	120
Q4KJK0	AF	578
Q4KLP0	AF	920
Q4KMQ1-3	AF	433
Q4KMQ1-4	AF	406
Q4L4R5	AF	126
Q4L5F1	AF	596
Q4L6T5	AF	83
Q4L895	AF	146
Q4P0Y5	AF	974
Q4P3D8	AF	658
Q4PEZ2	AF	579
Q4QJV7	AF	180
Q4QLY5	AF	722
Q4QM04	AF	283
Q4R4M6	AF	464
Q4R596	AF	432
Q4R646	AF	993
Q4R7R3	AF	425
Q4R8L2	AF	653
Q4UJ75	AF	823
Q4UJQ1	AF	609
Q4UL45	AF	411
Q4ULW8	AF	203
Q4UM37	AF	154
Q4UME8	AF	463
Q4UNC4	AF	97
Q4UPQ9	AF	403
Q4UR00	AF	904
Q4URG4	AF	127
Q4URZ4	AF	975
Q4UT85	AF	711
Q4UWU6	AF	352
Q4V3E2	AF	327
Q4V8A2	AF	824
Q4V8F9	AF	524
Q4V8Y7	AF	746
Q4VC05-2	AF	231
Q4WAW7	AF	464
Q4WBS1	AF	438
Q4WHP3	AF	815
Q4WK03	AF	753
Q4WKL7	AF	740
Q4WMS3	AF	777
Q4WMU3	AF	869
Q4WR16	AF	735
Q4WTN5	AF	580
Q4WYG3	AF	472
Q4ZNP9	AF	267
Q4ZPQ0	AF	948
Q4ZXK2	AF	259
Q4ZXW7	AF	360
Q501J7-2	AF	667
Q501J7-3	AF	704
Q501J7	AF	694
Q504J1	AF	404
Q505H7	AF	909
Q50EX6	AF	294
Q51896	AF	461
Q52CS0	AF	714
Q52QU2-2	AF	584
Q53599	AF	689
Q53ET0	AF	693
Q53GS7	AF	698
Q53H96	AF	274
Q53R41	AF	847
Q54796	AF	535
Q54801	AF	168
Q54B10	AF	631
Q54BW6	AF	853
Q54C31	AF	996
Q54CE0	AF	785
Q54EC2	AF	663
Q54GG9	AF	843
Q54GQ6	AF	700
Q54HJ2	AF	678
Q54JL0	AF	633
Q54K55	AF	560
Q54K57	AF	733
Q54KD8	AF	884
Q54MV6	AF	761
Q54NU3	AF	925
Q54NX0	AF	833
Q54PB2	AF	895
Q54R58	AF	918
Q54S79	AF	942
Q54VZ8	AF	815
Q54WE5	AF	811
Q54Y85	AF	676
Q54YA7	AF	826
Q55383	AF	324
Q555V7	AF	938
Q55653	AF	447
Q55690	AF	722
Q557F4	AF	550
Q55A45	AF	274
Q55BS1	AF	784
Q55E94	AF	734
Q55F94-2	AF	886
Q55F94	AF	880
Q55FE0	AF	250
Q55GS4	AF	366
Q561X9	AF	245
Q562E2	AF	927
Q566R4	AF	189
Q56A40	AF	941
Q56WH4	AF	306
Q56XZ1-3	AF	637
Q56XZ1	AF	668
Q570R7	AF	366
Q579F0	AF	557
Q57CP5	AF	233
Q57CQ3	AF	123
Q57CR0	AF	97
Q57EU9	AF	208
Q57F56	AF	312
Q57IG6	AF	689
Q57K51	AF	297
Q57M55	AF	299
Q57MS9	AF	782
Q57P61	AF	474
Q58050	AF	942
Q582T2	AF	253
Q58428	AF	569
Q58504	AF	296
Q58VT1	AF	440
Q59516	AF	314
Q59832	AF	741
Q59E55	AF	625
Q59EK9-2	AF	400
Q59EK9-3	AF	405
Q59EK9-4	AF	364
Q5A1Z5	AF	761
Q5AAI8	AF	435
Q5ABQ7	AF	333
Q5ALX3	AF	956
Q5AQN1	AF	607
Q5AUW5	AF	812
Q5AV15	AF	850
Q5AVC7	AF	629
Q5B0C0	AF	666
Q5B2Q4	AF	446
Q5BB41	AF	654
Q5BJ56	AF	674
Q5D0E6	AF	543
Q5DTI6-2	AF	417
Q5DTI6-3	AF	947
Q5DTI6-5	AF	956
Q5DTW2	AF	938
Q5DYB5	AF	211
Q5DZM3	AF	955
Q5E1M6	AF	629
Q5E3V8	AF	582
Q5E6P2	AF	552
Q5E7L4	AF	135
Q5E899	AF	177
Q5E8B1	AF	92
Q5E915	AF	547
Q5E9L5	AF	375
Q5EBL4	AF	403
Q5EBM0-3	AF	366
Q5EBM0-4	AF	409
Q5EXK1	AF	397
Q5F2F2	AF	459
Q5F471	AF	873
Q5F5S3	AF	701
Q5F5T4	AF	138
Q5F6L9	AF	469
Q5FBB7-2	AF	309
Q5FBB7-3	AF	292
Q5FBB7-4	AF	275
Q5FBB7-7	AF	215
Q5FBB7	AF	561
Q5FFT3	AF	60
Q5FG91	AF	202
Q5FH87	AF	576
Q5FHE8	AF	804
Q5FIP3	AF	804
Q5FKL6	AF	318
Q5FLX5	AF	856
Q5FMC0	AF	411
Q5FPY6	AF	169
Q5FQK0	AF	368
Q5FS84	AF	241
Q5FTY2	AF	102
Q5FUK3	AF	323
Q5FWH6	AF	849
Q5G1T1	AF	850
Q5GRX9	AF	121
Q5GS99	AF	777
Q5GSI3	AF	453
Q5GTB0	AF	288
Q5GW07	AF	417
Q5H1D3	AF	869
Q5H2C5	AF	873
Q5H2E4	AF	89
Q5H5Q2	AF	86
Q5HBP2	AF	481
Q5HH21	AF	286
Q5HIC8	AF	693
Q5HIF4	AF	186
Q5HL88	AF	496
Q5HM09	AF	122
Q5HM14	AF	178
Q5HPP5	AF	873
Q5HQ39	AF	57
Q5HRN5	AF	295
Q5HW84	AF	154
Q5HWN6	AF	279
Q5HYK7-2	AF	767
Q5HYK7-4	AF	420
Q5HYK7	AF	790
Q5JGN7	AF	888
Q5JGX5	AF	451
Q5JKF2	AF	792
Q5JPH6-2	AF	534
Q5JPH6	AF	523
Q5JTW2-2	AF	722
Q5JTW2-3	AF	705
Q5JTW2	AF	689
Q5JVF3-3	AF	376
Q5JVF3-4	AF	453
Q5JVF3	AF	399
Q5K2N3	AF	497
Q5KWK4	AF	454
Q5KWK9	AF	429
Q5KXX4	AF	127
Q5KYM0	AF	111
Q5L025	AF	488
Q5L296	AF	360
Q5L401	AF	156
Q5L415	AF	66
Q5L421	AF	141
Q5L437	AF	363
Q5L627	AF	874
Q5L6B2	AF	483
Q5L6V2	AF	217
Q5L707	AF	133
Q5L9E3	AF	445
Q5L9N8	AF	201
Q5LN38	AF	529
Q5LPK1	AF	503
Q5LQ58	AF	182
Q5LQJ4	AF	100
Q5LS81	AF	251
Q5LSU1	AF	401
Q5LXQ9	AF	333
Q5LY40	AF	783
Q5M0D5	AF	450
Q5M1I5	AF	271
Q5M2D0	AF	164
Q5M2M5	AF	156
Q5M2U0	AF	267
Q5M641	AF	447
Q5M6I1	AF	852
Q5M7U6	AF	394
Q5MIB6	AF	843
Q5N0X6	AF	181
Q5N2F9	AF	374
Q5N3T2	AF	232
Q5NB85	AF	699
Q5NFD4	AF	282
Q5NLA8	AF	884
Q5NR21	AF	89
Q5NXM5	AF	263
Q5P1Z8	AF	55
Q5P316	AF	117
Q5P317	AF	177
Q5P5G5	AF	684
Q5P794	AF	249
Q5P7B4	AF	438
Q5PAF7	AF	291
Q5PAJ5	AF	832
Q5PAL2	AF	489
Q5PBA7	AF	56
Q5PCN2	AF	430
Q5PGX6	AF	511
Q5PJB2	AF	311
Q5PKQ2	AF	725
Q5PRF9	AF	694
Q5Q0E6-2	AF	462
Q5Q0E6	AF	473
Q5QP82	AF	559
Q5QU37	AF	329
Q5R5J6	AF	902
Q5R748	AF	505
Q5R829	AF	680
Q5R8D7	AF	433
Q5RE25	AF	197
Q5RF43	AF	658
Q5RIX9	AF	723
Q5SLQ3	AF	217
Q5SQH8-3	AF	181
Q5SQH8	AF	315
Q5STT6	AF	665
Q5SUE7-3	AF	636
Q5SXH7-1	AF	462
Q5SXH7-2	AF	448
Q5SXH7	AF	465
Q5SZQ8-2	AF	464
Q5SZQ8-3	AF	464
Q5SZQ8-4	AF	415
Q5T1N1-3	AF	652
Q5T1N1	AF	836
Q5T4W7-2	AF	237
Q5T4W7-3	AF	228
Q5T6J7-2	AF	230
Q5TID7-2	AF	418
Q5TID7-3	AF	508
Q5TJG6	AF	803
Q5TKA1-3	AF	507
Q5TKA1	AF	542
Q5TU55	AF	830
Q5U216	AF	427
Q5UYM0	AF	475
Q5V470	AF	186
Q5VND6	AF	378
Q5VTA0	AF	474
Q5VWK0-2	AF	667
Q5VYV0	AF	432
Q5VZ52-2	AF	175
Q5W0V3	AF	765
Q5WAR0	AF	89
Q5WEK0	AF	787
Q5WEP3	AF	454
Q5WFF6	AF	165
Q5WFT6	AF	566
Q5WKW1	AF	195
Q5WLN9	AF	72
Q5WLS4	AF	231
Q5WLW2	AF	296
Q5WT36	AF	868
Q5WVJ0	AF	214
Q5WWV7	AF	63
Q5WWX7	AF	384
Q5WX49	AF	247
Q5WY82	AF	443
Q5WZ02	AF	215
Q5WZK6	AF	218
Q5WZL5	AF	694
Q5X822	AF	277
Q5X9K7	AF	557
Q5XAK0	AF	612
Q5XB88	AF	231
Q5XCT6	AF	388
Q5XD20	AF	448
Q5XF20	AF	490
Q5XGY1	AF	815
Q5XHX6	AF	550
Q5YJY5	AF	499
Q5YSC6	AF	969
Q5YYD3	AF	400
Q5YYP7	AF	211
Q5Z0W8	AF	744
Q5Z1E9	AF	524
Q5Z1Q7	AF	179
Q5Z856	AF	895
Q5ZBH5	AF	594
Q5ZJ17	AF	816
Q5ZKM1	AF	832
Q5ZKW8	AF	695
Q5ZKY2	AF	709
Q5ZL12	AF	779
Q5ZLP8	AF	584
Q5ZMI4	AF	849
Q5ZMJ7	AF	909
Q5ZRH9	AF	250
Q5ZRV2	AF	147
Q5ZUT4	AF	448
Q600Q7	AF	479
Q60172	AF	392
Q60662	AF	849
Q60780	AF	421
Q60817	AF	215
Q60898-2	AF	296
Q608S6	AF	222
Q60994	AF	247
Q60B48	AF	70
Q60I27-4	AF	205
Q61496	AF	702
Q61979	AF	81
Q62232	AF	296
Q62233	AF	333
Q62376	AF	448
Q62448-2	AF	868
Q62448	AF	906
Q62824	AF	975
Q62I82	AF	550
Q62ID1	AF	632
Q62ID7	AF	317
Q62JW9	AF	79
Q62LT9	AF	79
Q63087	AF	326
Q632Z7	AF	270
Q63342	AF	857
Q63379	AF	462
Q633Y6	AF	881
Q63416	AF	887
Q63470	AF	763
Q63665-2	AF	319
Q63665-4	AF	27
Q63665	AF	346
Q636D7	AF	304
Q63767-2	AF	874
Q63BL0	AF	486
Q63GB4	AF	432
Q63GR0	AF	485
Q63GV4	AF	515
Q63HQ0	AF	302
Q63Q25	AF	131
Q63Q32	AF	72
Q63RV7	AF	227
Q63VT5	AF	209
Q63W97	AF	279
Q63Y06	AF	594
Q641K5	AF	658
Q641W4	AF	349
Q64287-2	AF	449
Q64287	AF	450
Q64332	AF	586
Q64380	AF	919
Q64387-2	AF	212
Q64559	AF	381
Q64702-3	AF	898
Q64702	AF	925
Q64709-2	AF	121
Q64709	AF	295
Q64FJ6	AF	455
Q64N36	AF	126
Q64NL9	AF	106
Q64NM0	AF	185
Q64NM7	AF	148
Q64PV5	AF	264
Q64UQ7	AF	949
Q64XH6	AF	876
Q65EH2	AF	316
Q65I50	AF	267
Q65JJ7	AF	240
Q65JJ9	AF	246
Q65MP8	AF	485
Q65P73	AF	145
Q65PD7	AF	363
Q65PM2	AF	446
Q65U59	AF	363
Q65X23-2	AF	542
Q65X23	AF	621
Q660H9	AF	669
Q664I4	AF	428
Q664S9	AF	63
Q667F6	AF	175
Q667J1	AF	241
Q668W9	AF	264
Q66BW1	AF	136
Q66EN4	AF	968
Q66I22	AF	896
Q67JN4	AF	353
Q67JU7	AF	93
Q67KE1	AF	401
Q67U26	AF	970
Q67UF5	AF	441
Q67YI9-2	AF	646
Q67YI9	AF	895
Q680I5	AF	578
Q684P5-2	AF	715
Q684P5-3	AF	711
Q684P5	AF	730
Q68DC2-4	AF	872
Q68EN5	AF	471
Q68XJ4	AF	449
Q6A6K4	AF	204
Q6A7F4	AF	870
Q6A964	AF	472
Q6A9C3	AF	319
Q6AAU3	AF	491
Q6AE55	AF	143
Q6AE97	AF	378
Q6AHF1	AF	329
Q6AIZ4	AF	413
Q6AM21	AF	425
Q6AP45	AF	126
Q6AQS3	AF	429
Q6ARD7	AF	255
Q6ATS0	AF	754
Q6AYK6	AF	229
Q6AYK9	AF	589
Q6B8I1-2	AF	67
Q6B8I1	AF	188
Q6B8V3	AF	205
Q6B8V6	AF	275
Q6BAA4-2	AF	275
Q6BAA4-3	AF	268
Q6BAA4-5	AF	311
Q6BCY4	AF	276
Q6BDH3	AF	515
Q6BJH5	AF	378
Q6BK34	AF	415
Q6BLT3	AF	668
Q6BPI1	AF	490
Q6BRD5	AF	706
Q6BV58	AF	790
Q6BYU4	AF	985
Q6C061	AF	432
Q6C1B1	AF	924
Q6C835	AF	799
Q6C9H2	AF	724
Q6CBW0	AF	889
Q6CCZ1	AF	974
Q6CHE9	AF	273
Q6CKX0	AF	992
Q6CMB5	AF	858
Q6CQ49	AF	956
Q6CQ60	AF	450
Q6CSC1	AF	725
Q6CZK0	AF	725
Q6D022	AF	549
Q6D0C1	AF	87
Q6D0D9	AF	125
Q6D1Z4	AF	232
Q6D2M4	AF	180
Q6D3C4	AF	670
Q6D554	AF	290
Q6DGE9	AF	934
Q6DIY4	AF	186
Q6EEV6	AF	95
Q6ENJ6	AF	511
Q6EUK7	AF	728
Q6EUW2	AF	631
Q6EX42	AF	801
Q6F3I7-2	AF	734
Q6F3I7	AF	745
Q6F6N3	AF	647
Q6F823	AF	529
Q6F8G2	AF	85
Q6F8I7	AF	193
Q6F8I8	AF	98
Q6FA66	AF	417
Q6FF40	AF	899
Q6FF64	AF	599
Q6FIP2	AF	941
Q6FLG2	AF	807
Q6FNM5	AF	652
Q6FPV6	AF	983
Q6FVD3	AF	840
Q6FW62	AF	706
Q6FWW3	AF	990
Q6FZ46	AF	408
Q6G289	AF	495
Q6G3V1	AF	459
Q6G5E5	AF	67
Q6G5W5	AF	625
Q6G7S8	AF	538
Q6G996	AF	388
Q6GCR4	AF	208
Q6GDH0	AF	313
Q6GDN3	AF	255
Q6GDU5	AF	965
Q6GG30	AF	433
Q6GGZ5	AF	932
Q6GJQ9	AF	192
Q6GK42	AF	134
Q6GLY5	AF	715
Q6H442	AF	696
Q6H9L7-3	AF	490
Q6H9L7	AF	571
Q6HAF4	AF	239
Q6HAZ8	AF	434
Q6HCI1	AF	217
Q6HD53	AF	425
Q6HDD0	AF	371
Q6HLE5	AF	209
Q6HNE4	AF	215
Q6HPC7	AF	544
Q6I6D4-2	AF	393
Q6I6D4-3	AF	331
Q6ID70	AF	150
Q6IG02	AF	685
Q6IMI6-2	AF	304
Q6IMI6	AF	304
Q6INI5	AF	720
Q6IQ19-4	AF	140
Q6IQY5	AF	616
Q6ISS4	AF	152
Q6JHY2	AF	733
Q6K8R2	AF	271
Q6K8X6	AF	688
Q6KAU8	AF	623
Q6KI46	AF	92
Q6L1F6	AF	433
Q6L1N5	AF	768
Q6L285	AF	493
Q6L5D4	AF	700
Q6LA42	AF	558
Q6LA43	AF	535
Q6LM69	AF	476
Q6LMN0	AF	360
Q6LMY0	AF	857
Q6LN40	AF	319
Q6LNB3	AF	420
Q6LQ56	AF	510
Q6LT47	AF	674
Q6LTA1	AF	576
Q6LU59	AF	171
Q6LVN3	AF	78
Q6LY04	AF	239
Q6LYF7	AF	199
Q6MEJ2	AF	446
Q6MIF8	AF	462
Q6MMS6	AF	975
Q6MSM5	AF	102
Q6MTJ7	AF	222
Q6MUM4	AF	266
Q6N4V0	AF	191
Q6N6L8	AF	82
Q6NCT7	AF	483
Q6ND22	AF	876
Q6NGN2	AF	953
Q6NID8	AF	525
Q6NJC2	AF	122
Q6NJC9	AF	248
Q6NRB0	AF	721
Q6NT76-2	AF	405
Q6NT76-3	AF	418
Q6NT76	AF	420
Q6NTE8	AF	343
Q6NUX0	AF	558
Q6NV72	AF	663
Q6NYC8-3	AF	362
Q6NYC8-4	AF	165
Q6NYM1	AF	613
Q6P0R8	AF	544
Q6P1Q9	AF	378
Q6P2P2	AF	845
Q6P542	AF	837
Q6P8G0	AF	552
Q6PAW0	AF	305
Q6PB60	AF	539
Q6PBI4	AF	582
Q6PEX3	AF	210
Q6PEZ8-2	AF	421
Q6PEZ8-3	AF	510
Q6PEZ8	AF	512
Q6PF06-2	AF	221
Q6PF06-5	AF	256
Q6PF15	AF	583
Q6PF93	AF	887
Q6PG16-2	AF	650
Q6PG16-3	AF	591
Q6PGA0	AF	451
Q6PGB6-2	AF	168
Q6PGB6-4	AF	175
Q6PGB6-5	AF	162
Q6PGN9-2	AF	333
Q6PGN9	AF	363
Q6PGQ7	AF	559
Q6PH08-3	AF	1002
Q6PH08	AF	957
Q6PJ61	AF	603
Q6PJG6-3	AF	291
Q6PJG6	AF	821
Q6PKN7-2	AF	196
Q6PKN7	AF	231
Q6PZ03	AF	393
Q6QLR2	AF	67
Q6RHW4	AF	435
Q6S5C2-2	AF	314
Q6TCF2	AF	375
Q6UBQ3	AF	738
Q6ULP2-6	AF	909
Q6ULP2-7	AF	820
Q6ULP2-8	AF	908
Q6ULP2-9	AF	937
Q6ULP2	AF	936
Q6UN15-3	AF	520
Q6UN15-5	AF	588
Q6URK4-2	AF	357
Q6URK4	AF	379
Q6UUV7	AF	619
Q6UWP2-3	AF	229
Q6UWP2	AF	260
Q6UWQ7-2	AF	130
Q6UX39	AF	209
Q6UXH1-2	AF	321
Q6UXH1-4	AF	325
Q6UXH1-6	AF	373
Q6UXH1	AF	353
Q6UXH9-2	AF	737
Q6UXH9	AF	720
Q6UXI7-2	AF	656
Q6UXI7-4	AF	693
Q6UXI7-5	AF	657
Q6UXI7	AF	678
Q6UXI9-2	AF	509
Q6UXI9-3	AF	595
Q6UXI9-4	AF	566
Q6UXI9-5	AF	536
Q6UXI9-6	AF	582
Q6UXI9	AF	565
Q6VAB4	AF	458
Q6VY07-2	AF	1008
Q6WN34-2	AF	451
Q6WN34-3	AF	142
Q6X9E4-3	AF	445
Q6X9E4	AF	464
Q6XE24-2	AF	433
Q6XE24-3	AF	419
Q6XE24-4	AF	420
Q6XE24-5	AF	421
Q6XV80	AF	763
Q6Y0Z3	AF	324
Q6Y4S4	AF	130
Q6YPH3	AF	506
Q6YSF3	AF	476
Q6ZMV5	AF	832
Q6ZTQ3-2	AF	337
Q6ZTQ3-3	AF	325
Q6ZTQ3	AF	369
Q6ZUS6-4	AF	529
Q6ZUS6-5	AF	529
Q6ZUS6-6	AF	402
Q6ZUT1-3	AF	264
Q6ZUT1	AF	292
Q6ZVC0-2	AF	842
Q6ZVC0	AF	841
Q6ZWV7	AF	123
Q717Z2	AF	507
Q71DJ5	AF	393
Q71L19	AF	156
Q71RC2-2	AF	605
Q71RC2-3	AF	723
Q71RC2-4	AF	730
Q71RC2-6	AF	653
Q71RC2	AF	724
Q71XF9	AF	866
Q71Y92	AF	428
Q71YM9	AF	114
Q71Z71	AF	200
Q71ZA4	AF	200
Q71ZX3	AF	448
Q720M1	AF	511
Q728Q1	AF	463
Q72AL5	AF	95
Q72AL6	AF	547
Q72BK4	AF	303
Q72CS4	AF	59
Q72DX1	AF	489
Q72PJ7	AF	920
Q72R81	AF	506
Q72VI2	AF	363
Q72WU4	AF	629
Q739F4	AF	562
Q73AX7	AF	370
Q73FX6	AF	425
Q73MQ8	AF	818
Q73NE4	AF	305
Q73NV5	AF	124
Q73QV6	AF	270
Q73S43	AF	347
Q73SQ3	AF	445
Q73UJ4	AF	337
Q73ZR2	AF	132
Q747Q3	AF	373
Q747Q4	AF	418
Q748D4	AF	452
Q748Y3	AF	234
Q74KC7	AF	270
Q74KU8	AF	788
Q74KW0	AF	630
Q74L89	AF	102
Q74PY8	AF	440
Q74Z73	AF	504
Q74ZL4	AF	131
Q750J0	AF	940
Q750T7	AF	687
Q756G9	AF	452
Q75A83	AF	838
Q75C22	AF	225
Q75E32	AF	838
Q75GX9	AF	562
Q75I13	AF	603
Q75K18	AF	542
Q75LV5	AF	511
Q76B45	AF	282
Q76IQ4	AF	111
Q76MX4	AF	189
Q76N32	AF	757
Q76P00	AF	293
Q79VJ1	AF	205
Q7A825	AF	495
Q7ANU3	AF	118
Q7GDU7	AF	378
Q7J602	AF	496
Q7KMJ6	AF	793
Q7KNF2	AF	224
Q7KVH9-2	AF	210
Q7L0X2-3	AF	517
Q7L0X2	AF	663
Q7L190	AF	304
Q7L4I2-2	AF	386
Q7L4I2	AF	434
Q7L513-12	AF	287
Q7L513-13	AF	192
Q7L513-14	AF	236
Q7L513-15	AF	141
Q7L513-2	AF	365
Q7L513-3	AF	270
Q7L513-4	AF	225
Q7L513-5	AF	219
Q7L513-8	AF	264
Q7L513-9	AF	376
Q7L513	AF	359
Q7LML9	AF	209
Q7M4L6	AF	423
Q7M7P6	AF	404
Q7M8A5	AF	190
Q7M8D7	AF	275
Q7M8F9	AF	434
Q7MHE6	AF	969
Q7MJ42	AF	72
Q7MJ78	AF	334
Q7MLT4	AF	374
Q7MLZ6	AF	212
Q7MP84	AF	428
Q7MPP3	AF	272
Q7MT48	AF	437
Q7MTN0	AF	172
Q7MXW0	AF	426
Q7MYU0	AF	102
Q7MYY7	AF	909
Q7MZI3	AF	252
Q7N788	AF	857
Q7N8V1	AF	970
Q7N8V8	AF	125
