uniprot_id	database	sequence_length
Q0WPK4	AF	793
Q0WQE7	AF	617
Q0WR66-2	AF	516
Q0WR66	AF	793
Q0WVV0	AF	664
Q0WVV6	AF	601
Q0WWT7	AF	292
Q0ZGT2	AF	675
Q0ZIH5	AF	417
Q10083	AF	130
Q10156	AF	690
Q10163	AF	147
Q10173	AF	441
Q10198	AF	624
Q10213	AF	887
Q10223	AF	431
Q10273	AF	135
Q10313	AF	787
Q10328	AF	942
Q10336	AF	327
Q10337	AF	849
Q10338	AF	583
Q10491	AF	928
Q10574	AF	142
Q10579	AF	570
Q10585	AF	124
Q10586	AF	325
Q10654-2	AF	384
Q10921	AF	230
Q10CH5	AF	410
Q10D00	AF	579
Q10E64-2	AF	729
Q10KY3	AF	600
Q10LF7	AF	535
Q10MH8	AF	770
Q10N04	AF	147
Q10Q07	AF	401
Q10QA5	AF	318
Q10S44	AF	354
Q10S83	AF	942
Q11187	AF	896
Q117Z7	AF	212
Q11QD9	AF	156
Q11VN0	AF	285
Q12030	AF	206
Q12033	AF	661
Q12040	AF	230
Q12043	AF	749
Q12050	AF	791
Q12068	AF	342
Q12072	AF	812
Q12080	AF	455
Q12083	AF	715
Q12100	AF	620
Q12120	AF	418
Q12124	AF	431
Q12130	AF	139
Q12152	AF	901
Q12159	AF	226
Q12206	AF	467
Q12211	AF	544
Q12223	AF	238
Q12224	AF	676
Q12229	AF	455
Q12230	AF	341
Q12277	AF	265
Q12297	AF	353
Q12305	AF	139
Q12307	AF	118
Q12308	AF	588
Q12310	AF	699
Q12317	AF	492
Q12334	AF	223
Q12365	AF	385
Q12416	AF	295
Q12427	AF	513
Q12429	AF	685
Q12453	AF	761
Q12502	AF	818
Q12517	AF	231
Q12558	AF	985
Q12627	AF	576
Q12647	AF	473
Q12748	AF	733
Q12751	AF	981
Q12800	AF	502
Q12805-5	AF	355
Q12805	AF	493
Q12849-5	AF	318
Q12849	AF	480
Q12905	AF	390
Q12906-3	AF	764
Q12947	AF	444
Q12950	AF	439
Q12B26	AF	637
Q12FD4	AF	424
Q12MJ8	AF	505
Q12R19	AF	195
Q12TT4	AF	188
Q12WC5	AF	191
Q12WC8	AF	401
Q13042-4	AF	526
Q13164-2	AF	677
Q13164-4	AF	451
Q13203	AF	477
Q13216-2	AF	205
Q13216	AF	396
Q13227-2	AF	303
Q13322	AF	594
Q13347	AF	325
Q133R5	AF	256
Q13426	AF	336
Q13451-2	AF	268
Q13451	AF	457
Q13620-3	AF	717
Q13790	AF	326
Q13794-2	AF	136
Q13794	AF	54
Q13825-2	AF	310
Q13895	AF	437
Q13952-5	AF	354
Q13976-3	AF	389
Q13976	AF	671
Q13VF8	AF	207
Q14050	AF	684
Q14103-4	AF	287
Q14135-2	AF	259
Q14135-3	AF	41
Q14135-5	AF	206
Q14153-2	AF	305
Q14153	AF	422
Q14166	AF	644
Q14186-2	AF	311
Q14186	AF	410
Q14331	AF	258
Q14376-2	AF	274
Q14558	AF	356
Q14653-2	AF	300
Q14653-3	AF	154
Q14653-5	AF	104
Q14653	AF	427
Q14657	AF	143
Q14696-2	AF	138
Q14696	AF	234
Q14738-3	AF	496
Q147F9	AF	451
Q14894	AF	314
Q148F6	AF	287
Q14934-18	AF	724
Q14934-20	AF	436
Q14934-23	AF	189
Q14934-24	AF	82
Q14934-4	AF	934
Q149C2	AF	625
Q14AI6-2	AF	315
Q14AT2-2	AF	707
Q14AT2	AF	947
Q14B71-2	AF	392
Q14B71	AF	982
Q14CB8-4	AF	112
Q14CB8-5	AF	301
Q14CS0	AF	331
Q14CX7	AF	972
Q14CZ0-2	AF	198
Q14CZ0	AF	275
Q14FX6	AF	226
Q14FZ6	AF	205
Q15024	AF	291
Q15025	AF	636
Q15048	AF	493
Q15051-2	AF	465
Q15051-3	AF	303
Q15051	AF	598
Q15056-2	AF	228
Q15061	AF	677
Q15327	AF	319
Q15361	AF	905
Q15365	AF	356
Q15369-2	AF	96
Q15370-2	AF	161
Q15370	AF	118
Q15417-3	AF	283
Q15459-2	AF	728
Q15544-2	AF	154
Q15544	AF	211
Q15744	AF	281
Q15813	AF	527
Q15814	AF	346
Q15828	AF	149
Q15834	AF	202
Q15KI8	AF	412
Q15VL9	AF	93
Q16143	AF	134
Q16186	AF	407
Q16254	AF	413
Q16378-2	AF	65
Q16378	AF	134
Q16401-2	AF	461
Q16533	AF	368
Q16540	AF	153
Q16613	AF	207
Q16637	AF	294
Q16659	AF	721
Q16663	AF	113
Q16762	AF	297
Q16890-3	AF	131
Q16890-4	AF	102
Q16890-5	AF	175
Q16A32	AF	677
Q16Y34	AF	272
Q17043	AF	556
Q17192	AF	92
Q17381-3	AF	411
Q17569	AF	389
Q17635	AF	590
Q17800	AF	951
Q17902-2	AF	569
Q17944	AF	383
Q17Q97	AF	180
Q17RM4-3	AF	665
Q17VS7	AF	238
Q17XG8	AF	255
Q17YH9	AF	508
Q18006	AF	384
Q18012	AF	125
Q18066-2	AF	324
Q18184	AF	89
Q18211	AF	569
Q18234	AF	66
Q18277	AF	150
Q18502	AF	102
Q18581-2	AF	332
Q18581	AF	906
Q18711	AF	235
Q18909	AF	319
Q18CP5	AF	902
Q18JF4	AF	94
Q19213	AF	174
Q19294	AF	673
Q19375	AF	511
Q19404	AF	442
Q19642	AF	778
Q19706-2	AF	256
Q19802	AF	461
Q19849-6	AF	435
Q19857	AF	944
Q1ACF2	AF	113
Q1AS69	AF	339
Q1BBA2	AF	521
Q1C1Y8	AF	553
Q1C276	AF	310
Q1C3U6	AF	264
Q1CBW5	AF	106
Q1CH57	AF	102
Q1CLL0	AF	187
Q1CNU3	AF	488
Q1DJF7	AF	465
Q1ELU5-1	AF	179
Q1G391	AF	388
Q1GFQ4	AF	345
Q1GK51	AF	172
Q1IF47	AF	251
Q1ITW5	AF	424
Q1IYX1	AF	187
Q1J6G8	AF	113
Q1JPY8	AF	512
Q1KMD3	AF	747
Q1L9C7-2	AF	163
Q1MT80	AF	618
Q1MTN7	AF	957
Q1MX18-3	AF	334
Q1MX18	AF	579
Q1PEY6-2	AF	129
Q1PEY6	AF	156
Q1PF20	AF	259
Q1QCM1	AF	109
Q1QYW1	AF	694
Q1R5J5	AF	657
Q1RDL6	AF	306
Q1RGS6	AF	125
Q1RIV0	AF	104
Q1RMH8	AF	162
Q1RML1	AF	223
Q1RML2	AF	634
Q1RML7	AF	298
Q1RMS6	AF	962
Q1RNF8	AF	542
Q1V023	AF	443
Q1WU26	AF	270
Q1X6Y9	AF	164
Q1X8D7-2	AF	633
Q1XDF3	AF	566
Q1ZXC8	AF	691
Q1ZXE6	AF	865
Q1ZXI2	AF	642
Q1ZZU3	AF	235
Q1ZZU7	AF	115
Q20057	AF	113
Q20351	AF	259
Q20402	AF	555
Q20561	AF	147
Q20636	AF	369
Q208S2	AF	603
Q20938-2	AF	420
Q21065	AF	581
Q21067-2	AF	502
Q21187-2	AF	280
Q21187-3	AF	94
Q21253	AF	475
Q21341	AF	698
Q21361	AF	401
Q21407-2	AF	664
Q21407-3	AF	358
Q21407-4	AF	178
Q21738	AF	335
Q21827	AF	812
Q21836	AF	362
Q21CM2	AF	234
Q21FY5	AF	558
Q21JK7	AF	215
Q21U20	AF	704
Q22053	AF	352
Q22328	AF	622
Q22720	AF	629
Q22782	AF	205
Q22812	AF	399
Q229Z6	AF	634
Q23212	AF	184
Q23229	AF	417
Q23256	AF	501
Q23421	AF	703
Q23533	AF	239
Q23552-3	AF	460
Q23794	AF	99
Q23925	AF	909
Q23973	AF	217
Q24008	AF	674
Q24145	AF	939
Q24151	AF	761
Q24207-2	AF	227
Q24276	AF	389
Q24318-2	AF	441
Q24338	AF	425
Q24434	AF	479
Q24533	AF	382
Q24535	AF	449
Q24573-2	AF	906
Q24JJ9	AF	361
Q24X59	AF	131
Q25189	AF	317
Q257X2	AF	167
Q26263	AF	435
Q26454	AF	866
Q27049	AF	160
Q27081	AF	400
Q27083	AF	309
Q27350	AF	416
Q27403	AF	504
Q27886	AF	348
Q28038	AF	130
Q28147-2	AF	209
Q28147	AF	351
Q28198	AF	566
Q28262	AF	444
Q28283	AF	343
Q28661	AF	458
Q28901	AF	463
Q28989-2	AF	406
Q28BL6	AF	672
Q28CA1	AF	75
Q28D40	AF	562
Q28DZ1	AF	743
Q28FH2	AF	827
Q28I13	AF	82
Q28IN9	AF	173
Q29126	AF	144
Q29261	AF	827
Q29411	AF	383
Q29465	AF	528
Q298W7	AF	644
Q29RS0	AF	370
Q29RT1	AF	148
Q2FU50	AF	135
Q2FXC2	AF	235
Q2FZA9	AF	310
Q2FZU0	AF	443
Q2G296	AF	555
Q2G798	AF	279
Q2G8J9	AF	74
Q2HJD7	AF	336
Q2HJF4	AF	288
Q2I2R5	AF	64
Q2IFQ4	AF	347
Q2IIL9	AF	209
Q2IPT3	AF	267
Q2J8X3	AF	861
Q2JL69	AF	74
Q2JNE1	AF	141
Q2JT83	AF	78
Q2JTZ8	AF	260
Q2JX22	AF	157
Q2K4W8	AF	199
Q2K7G6	AF	338
Q2KBV2	AF	294
Q2KHU4	AF	272
Q2KI45	AF	426
Q2KIA0	AF	441
Q2KIA6	AF	683
Q2KIC2	AF	477
Q2KIM0	AF	468
Q2KIQ2	AF	495
Q2KJJ0	AF	941
Q2L4Q9	AF	553
Q2L6L1	AF	187
Q2LCR8	AF	162
Q2LUT2	AF	486
Q2M329	AF	555
Q2M3G4-2	AF	847
Q2MKA7-3	AF	200
Q2NHQ2	AF	276
Q2NIG5	AF	68
Q2NL34	AF	319
Q2NL67-2	AF	518
Q2NL67-3	AF	388
Q2NQM7	AF	110
Q2NQY0	AF	161
Q2PAY4	AF	83
Q2PGV8	AF	361
Q2Q5Y8	AF	833
Q2QDF1	AF	302
Q2QM77	AF	484
Q2QMH1	AF	591
Q2QYL8	AF	619
Q2R185	AF	225
Q2R4Z5	AF	164
Q2RIB6	AF	83
Q2TAK8-2	AF	642
Q2TBI7-2	AF	429
Q2TBL8	AF	361
Q2TBX7	AF	354
Q2U4L7	AF	690
Q2UI87	AF	657
Q2UIM2	AF	506
Q2UK93	AF	240
Q2UKV0	AF	707
Q2UMD5	AF	984
Q2UVH8	AF	346
Q2V338	AF	492
Q2V3I3	AF	109
Q2V488	AF	85
Q2V4E2	AF	86
Q2VUH8	AF	323
Q2WG76	AF	128
Q2WGJ6	AF	581
Q2Y8S0	AF	371
Q2YDF1	AF	277
Q2YKV1	AF	158
Q2YM28	AF	152
Q2YT99	AF	420
Q2YWQ8	AF	485
Q2YWY1	AF	268
Q2YY21	AF	383
Q30KQ6	AF	69
Q30XT2	AF	236
Q313K2	AF	202
Q31F43	AF	209
Q31HD7	AF	662
Q31UQ7	AF	91
Q31VX4	AF	59
Q31XF6	AF	229
Q31ZY2	AF	644
Q320W6	AF	309
Q326L9	AF	310
Q32B56	AF	329
Q32LE5	AF	308
Q32M02	AF	492
Q32NC0-2	AF	132
Q32NC0	AF	220
Q32P12-2	AF	604
Q32P65	AF	168
Q32PB9	AF	70
Q32PJ7	AF	716
Q32PV0	AF	300
Q32SG6	AF	964
Q32ZH4	AF	85
Q33569	AF	87
Q336P2	AF	882
Q336R9	AF	263
Q381V1	AF	250
Q381V6	AF	819
Q381X9	AF	586
Q383A1	AF	812
Q383Q5	AF	209
Q384Y1	AF	929
Q386M3	AF	862
Q387Y5	AF	751
Q38830	AF	239
Q38850	AF	249
Q38861	AF	767
Q38879	AF	133
Q38914	AF	555
Q38960	AF	346
Q38CE9	AF	796
Q38X69	AF	890
Q38XN3	AF	318
Q39030	AF	471
Q39182	AF	77
Q39192	AF	362
Q39236	AF	106
Q39256	AF	631
Q393M6	AF	332
Q39659	AF	725
Q39A42	AF	194
Q39M92	AF	201
Q3A247	AF	221
Q3AMJ0	AF	480
Q3AZ50	AF	229
Q3B820	AF	660
Q3B8G8	AF	311
Q3B8N5-2	AF	365
Q3B8N5	AF	592
Q3C256	AF	83
Q3E792	AF	108
Q3E7K4	AF	59
Q3E7L7	AF	223
Q3E811	AF	62
Q3E833	AF	88
Q3E846	AF	104
Q3E880-2	AF	101
Q3E8A8	AF	95
Q3E9I4	AF	103
Q3EBR6-2	AF	462
Q3EBZ2	AF	407
Q3ECH9	AF	101
Q3ECK2	AF	548
Q3ECL0	AF	75
Q3IK90	AF	284
Q3IPX9	AF	474
Q3J5D3	AF	359
Q3J7V8	AF	95
Q3J8S9	AF	178
Q3KG65	AF	118
Q3KKY7	AF	442
Q3KNJ2-2	AF	229
Q3KNJ2	AF	295
Q3KP66-3	AF	578
Q3KQP7-2	AF	140
Q3KQP7	AF	186
Q3KQU3-3	AF	377
Q3KR97-2	AF	473
Q3KRB8	AF	267
Q3LHH8	AF	102
Q3LI63	AF	56
Q3LI72	AF	72
Q3LSS0	AF	960
Q3M6L1	AF	348
Q3M745	AF	245
Q3MHV6	AF	582
Q3MI99	AF	408
Q3MIN7	AF	710
Q3MK94-2	AF	424
Q3S8Q4	AF	557
Q3SL47	AF	258
Q3SWF3	AF	318
Q3SXM5-2	AF	275
Q3SYR2	AF	240
Q3SZP0	AF	322
Q3SZX9	AF	391
Q3T003	AF	176
Q3T022	AF	153
Q3T028	AF	272
Q3T0R7	AF	397
Q3T0X5	AF	263
Q3T0Z7	AF	242
Q3T1L0	AF	802
Q3T6E2	AF	351
Q3TCN2-2	AF	451
Q3TEA8	AF	554
Q3TLP5-2	AF	265
Q3TLP5-3	AF	191
Q3TTP0	AF	639
Q3U0S6	AF	961
Q3U0V2	AF	310
Q3U1C4	AF	858
Q3U1T9-2	AF	691
Q3U1T9-3	AF	232
Q3U1T9-4	AF	499
Q3U1T9-5	AF	425
Q3U4H6	AF	486
Q3U821	AF	830
Q3U829	AF	807
Q3UE37	AF	356
Q3UEN2	AF	891
Q3UFT3-2	AF	578
Q3UHX9-2	AF	345
Q3UJC8-2	AF	390
Q3UJC8	AF	639
Q3UK10	AF	175
Q3UKU1	AF	639
Q3UMB5-2	AF	785
Q3UMG5	AF	773
Q3UMQ8	AF	489
Q3UN54	AF	99
Q3UQ24	AF	132
Q3UQU0	AF	596
Q3URQ7-2	AF	353
Q3URQ7-3	AF	234
Q3URY2-2	AF	339
Q3USH5	AF	945
Q3UTH8-4	AF	516
Q3UVG3	AF	837
Q3UW68	AF	665
Q3UYC0-2	AF	469
Q3UYG8	AF	475
Q3UYI6-2	AF	169
Q3UYI6	AF	415
Q3UZ39-2	AF	628
Q3UZ45	AF	379
Q3V1D5	AF	599
Q3V3R1	AF	977
Q3V6R6	AF	505
Q3YEH5	AF	61
Q3YZA9	AF	141
Q3YZV4	AF	200
Q3Z1Z2	AF	287
Q3Z3F2	AF	109
Q3Z523	AF	152
Q3Z529	AF	86
Q3Z5U8	AF	566
Q3ZAF8	AF	96
Q3ZC66	AF	101
Q3ZN08	AF	260
Q3ZXU5	AF	300
Q3ZYX5	AF	471
Q40144	AF	296
Q40161	AF	630
Q40477	AF	225
Q40960	AF	312
Q41058	AF	922
Q41258	AF	132
Q43415	AF	498
Q43418	AF	229
Q43502	AF	201
Q43725	AF	430
Q43866	AF	584
Q44212	AF	135
Q44347	AF	71
Q44879	AF	434
Q45489	AF	360
Q45743	AF	622
Q45744	AF	649
Q45812	AF	192
Q45GW3	AF	790
Q460N3-2	AF	444
Q460N3	AF	678
Q46684	AF	654
Q46829	AF	479
Q46845	AF	288
Q469A3	AF	526
Q46L69	AF	89
Q47149	AF	92
Q47860	AF	460
Q47N06	AF	758
Q47SC4	AF	99
Q47U23	AF	615
Q47V01	AF	399
Q48446	AF	170
Q48AT8	AF	81
Q48DU8	AF	912
Q48FL6	AF	312
Q48RM8	AF	366
Q48U25	AF	279
Q48UT7	AF	215
Q49172	AF	165
Q49428	AF	324
Q49689	AF	869
Q496M5-2	AF	299
Q498E6-2	AF	287
Q498R1-2	AF	506
Q498R1	AF	700
Q498R3	AF	793
Q499A3	AF	566
Q49B96	AF	90
Q49MG5-2	AF	377
Q49MG5	AF	647
Q49W78	AF	78
Q4A5G1	AF	462
Q4A696	AF	890
Q4A8Q9	AF	88
Q4AE62-3	AF	292
Q4AE62-4	AF	376
Q4AE62-6	AF	329
Q4AE70	AF	651
Q4FZV0-2	AF	498
Q4G055	AF	515
Q4G074	AF	617
Q4G0W2	AF	176
Q4G338	AF	324
Q4H3P5	AF	571
Q4HYI0	AF	71
Q4IBL8	AF	497
Q4IR09	AF	997
Q4J8Q2	AF	264
Q4J8R1	AF	876
Q4JAB7	AF	688
Q4JC71	AF	219
Q4JCJ1	AF	511
Q4JEI2	AF	87
Q4JHE1	AF	517
Q4JL84-2	AF	170
Q4JL84-3	AF	214
Q4JL84-4	AF	86
Q4JV13	AF	131
Q4KGT8	AF	336
Q4KL71	AF	83
Q4KLG2	AF	688
Q4KLI2	AF	335
Q4KLN5	AF	287
Q4KLU2	AF	641
Q4KMQ1-2	AF	405
Q4KMQ1	AF	711
Q4KWZ6	AF	211
Q4L5Q0	AF	175
Q4L608	AF	557
Q4LCT0	AF	80
Q4LFA9	AF	780
Q4P2W8	AF	798
Q4P652	AF	820
Q4QIU7	AF	231
Q4QL36	AF	95
Q4QQU1	AF	636
Q4QRJ7	AF	580
Q4R180	AF	711
Q4R1C4	AF	892
Q4R350	AF	744
Q4R3V2	AF	569
Q4R407	AF	491
Q4R5K7	AF	166
Q4R5P3	AF	217
Q4R720	AF	530
Q4R803	AF	357
Q4U3Y2	AF	549
Q4UKE2	AF	600
Q4UL32	AF	720
Q4UM15	AF	80
Q4UMU1	AF	406
Q4UMU5	AF	70
Q4UN64	AF	121
Q4UXI3	AF	92
Q4V7Y7	AF	655
Q4V847	AF	991
Q4VC05	AF	210
Q4VP10	AF	91
Q4W4Z2	AF	366
Q4WD43	AF	497
Q4WDF1	AF	582
Q4WE63	AF	799
Q4WED9	AF	761
Q4WJJ3	AF	873
Q4WJM6	AF	129
Q4WUG7	AF	850
Q4WZ67	AF	436
Q4X0W8	AF	570
Q4X1W0	AF	359
Q4ZJN1-2	AF	195
Q4ZJN1	AF	333
Q4ZPM1	AF	824
Q4ZV08	AF	779
Q4ZW72	AF	236
Q500V5	AF	517
Q500V9	AF	526
Q500Y9	AF	317
Q501D2	AF	572
Q501S4	AF	254
Q50203	AF	245
Q50770	AF	142
Q50947	AF	279
Q50LF2	AF	405
Q50LG0	AF	297
Q51384	AF	66
Q51416	AF	371
Q51519	AF	637
Q51785	AF	196
Q52149	AF	1000
Q52472	AF	329
Q52725	AF	477
Q52883	AF	349
Q52LG2	AF	175
Q52QU2	AF	581
Q52VH2	AF	402
Q53197	AF	512
Q53209	AF	369
Q53F19-2	AF	340
Q53F19	AF	620
Q53GS7-2	AF	659
Q53H54	AF	448
Q53H96-2	AF	254
Q53JF7	AF	138
Q53KW9	AF	803
Q53NI2	AF	981
Q53R41-2	AF	804
Q53U15	AF	541
Q53VY0	AF	169
Q53W17	AF	464
Q53WG9	AF	211
Q54410	AF	537
Q54808	AF	145
Q54BD4	AF	931
Q54BF0	AF	593
Q54C76	AF	421
Q54D84	AF	697
Q54DF7	AF	495
Q54DL7	AF	750
Q54DN6	AF	501
Q54DU5	AF	932
Q54DY0	AF	669
Q54EJ7	AF	84
Q54EQ9	AF	919
Q54F11	AF	667
Q54F38	AF	619
Q54F80	AF	514
Q54FG5	AF	873
Q54FK2	AF	184
Q54FM3	AF	619
Q54FR9	AF	967
Q54GU5	AF	968
Q54GY8	AF	202
Q54IF2	AF	641
Q54IH6	AF	565
Q54II8	AF	321
Q54IJ9	AF	976
Q54IL2	AF	913
Q54IT1	AF	846
Q54IV3	AF	986
Q54J14	AF	928
Q54JM5	AF	975
Q54JV5	AF	873
Q54JW0	AF	436
Q54K37	AF	558
Q54KA7	AF	986
Q54LB3	AF	846
Q54MH2	AF	842
Q54MH8	AF	808
Q54MV3	AF	906
Q54N68	AF	108
Q54NI1	AF	837
Q54NU9	AF	790
Q54P70	AF	766
Q54PB4	AF	481
Q54PE0	AF	922
Q54PK9	AF	908
Q54QC8	AF	598
Q54QG9	AF	442
Q54QS0	AF	799
Q54QS3	AF	712
Q54QW1	AF	670
Q54R98	AF	663
Q54RP0	AF	648
Q54RR8	AF	254
Q54SB6	AF	552
Q54SL6	AF	531
Q54T81	AF	540
Q54T86	AF	568
Q54TB8	AF	877
Q54TH6	AF	597
Q54TN2	AF	580
Q54TR1	AF	531
Q54TT6	AF	981
Q54TW2	AF	686
Q54UL8	AF	983
Q54VB4	AF	639
Q54VF1	AF	685
Q54WD7	AF	942
Q54WV4	AF	556
Q54WW7	AF	695
Q54WZ3	AF	586
Q54X65	AF	68
Q54XT6	AF	783
Q54Y25	AF	108
Q553X3	AF	799
Q55433	AF	147
Q556N5	AF	287
Q556U6	AF	926
Q557I1	AF	684
Q557J6	AF	481
Q55AX0	AF	904
Q55CK2	AF	877
Q55CQ7	AF	931
Q55CW5	AF	103
Q55DK2	AF	737
Q55E54	AF	962
Q55EX6	AF	511
Q55F94-3	AF	893
Q55FC3	AF	87
Q55FT9	AF	332
Q55G11	AF	718
Q55GH4	AF	878
Q55GK3	AF	669
Q55GU0	AF	916
Q561R0	AF	188
Q561X3	AF	254
Q562E2-2	AF	950
Q56598	AF	372
Q566E5	AF	508
Q566R4-2	AF	176
Q56840	AF	250
Q56WH4-2	AF	305
Q56XY2	AF	298
Q56XZ1-2	AF	696
Q56YN3	AF	524
Q570R7-2	AF	278
Q57336	AF	347
Q57696	AF	99
Q576X0	AF	633
Q57798	AF	239
Q57872	AF	204
Q57957	AF	270
Q579E8	AF	511
Q57G28	AF	108
Q57H91	AF	466
Q57J85	AF	293
Q57KI9	AF	302
Q57LD3	AF	243
Q57PR1	AF	138
Q57UZ7	AF	550
Q57YS8	AF	650
Q58013	AF	141
Q58019	AF	261
Q580W5	AF	938
Q58345	AF	208
Q58356	AF	374
Q58371	AF	762
Q58396	AF	114
Q58446	AF	859
Q58454	AF	895
Q586F4	AF	263
Q58784	AF	134
Q587E3	AF	735
Q587J8	AF	217
Q58915	AF	387
Q58988	AF	83
Q58993	AF	350
Q58996	AF	160
Q58CM8	AF	195
Q58DN7	AF	586
Q58G82	AF	188
Q58T34	AF	949
Q58T44	AF	139
Q59332	AF	307
Q59459	AF	117
Q59821	AF	430
Q59E55-2	AF	564
Q59EK9	AF	446
Q59KM8	AF	710
Q59LU0	AF	562
Q59NP5	AF	418
Q59PP0	AF	472
Q59RQ0	AF	906
Q59U73	AF	323
Q59VH7	AF	588
Q59VQ3	AF	214
Q59WG5	AF	202
Q59X49	AF	212
Q59Y46	AF	758
Q5A109	AF	151
Q5A1N6	AF	465
Q5A216	AF	788
Q5A220	AF	600
Q5A246	AF	595
Q5A287	AF	805
Q5A3P6	AF	947
Q5A4X5	AF	559
Q5A6T5	AF	589
Q5A961	AF	690
Q5AJC1	AF	945
Q5AMH1	AF	594
Q5ANG4	AF	716
Q5AP53	AF	732
Q5AP80	AF	785
Q5APG7	AF	958
Q5APU2	AF	597
Q5ASA5	AF	980
Q5ASN8	AF	168
Q5AW17	AF	577
Q5AXT5	AF	745
Q5AYE3	AF	575
Q5AYK0	AF	203
Q5B2E9	AF	601
Q5BBK4	AF	974
Q5BGR2	AF	791
Q5BH19	AF	546
Q5BIN2	AF	385
Q5BJ56-2	AF	647
Q5BJT7	AF	629
Q5BL28	AF	318
Q5BQN5	AF	834
Q5CD77	AF	694
Q5D0E6-2	AF	516
Q5D0E6-3	AF	138
Q5D0E6-4	AF	376
Q5DTI6-4	AF	368
Q5DTI6	AF	991
Q5DTW2-2	AF	975
Q5DU00-2	AF	368
Q5DU00	AF	475
Q5DUY3	AF	133
Q5E447	AF	221
Q5E689	AF	450
Q5E7R7	AF	187
Q5E913	AF	628
Q5E9C0	AF	277
Q5E9H9	AF	306
Q5EA18	AF	346
Q5EAD2	AF	533
Q5EBA1	AF	776
Q5EBL4-2	AF	362
Q5EBL4-3	AF	252
Q5EBM0-2	AF	303
Q5EBM0	AF	449
Q5EG05-2	AF	97
Q5EG05	AF	197
Q5F5W1	AF	419
Q5FBB7-5	AF	258
Q5FBB7-6	AF	527
Q5FEH6	AF	129
Q5FF55	AF	95
Q5FIN5	AF	435
Q5FKW9	AF	405
Q5FL56	AF	311
Q5FV35	AF	626
Q5FVK6-2	AF	158
Q5FVK6	AF	850
Q5FW85	AF	670
Q5FWH6-2	AF	803
Q5FWP9	AF	488
Q5FZP5	AF	616
Q5G265	AF	875
Q5GTF2	AF	188
Q5GWR0	AF	432
Q5H038	AF	455
Q5HHB4	AF	438
Q5HLQ6	AF	536
Q5HPI3	AF	282
Q5HW85	AF	132
Q5HXU1	AF	901
Q5HYK7-3	AF	731
Q5HYK7-5	AF	397
Q5HYN5	AF	189
Q5I0J4	AF	144
Q5I1X5	AF	824
Q5I2B2	AF	89
Q5IFK1	AF	842
Q5JDG5	AF	195
Q5JE04	AF	215
Q5JET4	AF	836
Q5JHB2	AF	94
Q5JHG7	AF	568
Q5JKF2-2	AF	651
Q5JNZ5	AF	115
Q5JR98	AF	221
Q5JTW2-5	AF	706
Q5JVF3-2	AF	397
Q5KU05	AF	828
Q5L3P0	AF	600
Q5L521	AF	420
Q5LB17	AF	721
Q5LIC7	AF	695
Q5LLN4	AF	165
Q5LRI7	AF	201
Q5LSQ1	AF	149
Q5M154	AF	255
Q5M8G4	AF	605
Q5M990	AF	258
Q5M9F1	AF	428
Q5M9H1	AF	808
Q5MJ09	AF	141
Q5MQL3	AF	104
Q5NCR9	AF	542
Q5ND04	AF	624
Q5NDL1	AF	527
Q5NG61	AF	188
Q5NTB3	AF	625
Q5NTH0	AF	438
Q5NVG8	AF	559
Q5NVH8	AF	552
Q5NVJ8	AF	740
Q5NVN6	AF	541
Q5NVR0	AF	354
Q5NXV7	AF	636
Q5NZ93	AF	972
Q5P107	AF	258
Q5P5G2	AF	658
Q5P5G6	AF	303
Q5P9M8	AF	823
Q5PCH6	AF	266
Q5PGA0	AF	120
Q5PGU7	AF	365
Q5PLL9	AF	324
Q5PRE5	AF	913
Q5Q0E6-3	AF	493
Q5QA75	AF	101
Q5QJC9	AF	447
Q5QMZ9	AF	868
Q5QP82-2	AF	522
Q5QY14	AF	128
Q5R328	AF	317
Q5R507	AF	272
Q5R529	AF	130
Q5R6R5	AF	434
Q5R6Z9	AF	692
Q5R752	AF	626
Q5R7A7	AF	496
Q5R7F9	AF	763
Q5R7R9	AF	536
Q5R7U0	AF	838
Q5R812	AF	453
Q5R8I2	AF	244
Q5R8K7	AF	556
Q5R8W6	AF	432
Q5R8Z4	AF	681
Q5RAK8	AF	846
Q5RB36	AF	780
Q5RBM8	AF	932
Q5RBY8	AF	854
Q5RBZ2	AF	342
Q5RD14	AF	785
Q5RD78	AF	776
Q5RD94	AF	246
Q5RDI0	AF	995
Q5RDK1	AF	929
Q5RFI6	AF	764
Q5RFJ8	AF	931
Q5RGE4	AF	92
Q5RGJ5	AF	544
Q5RKG2	AF	723
Q5RKH0	AF	552
Q5RM09	AF	315
Q5SF94	AF	364
Q5SID7	AF	216
Q5SM25	AF	324
Q5SPJ8	AF	961
Q5SQH8-2	AF	172
Q5SQH8-4	AF	496
Q5SUE7-2	AF	222
Q5SUE7	AF	619
Q5SW24-2	AF	604
Q5SW24-3	AF	366
Q5SW24-4	AF	280
Q5SW24	AF	774
Q5SW25	AF	972
Q5SW45	AF	561
Q5SXH7-3	AF	366
Q5SXH7-4	AF	363
Q5SXH7-6	AF	468
Q5SZJ8-2	AF	106
Q5SZJ8-3	AF	181
Q5SZJ8-4	AF	189
Q5SZJ8	AF	279
Q5SZQ8	AF	465
Q5T1N1-2	AF	415
Q5T1N1-4	AF	761
Q5T2D3	AF	398
Q5T4W7	AF	220
Q5T5J6	AF	900
Q5T5X7	AF	828
